1.000000,-0.357944
0.834429,0.907627
0.328420,1.019971
-0.338098,1.243227
-0.910414,0.699099
-1.156434,0.151823
-0.960612,-0.658971
-0.376427,-1.037546
0.385867,-1.151644
1.034725,-0.651413
1.309017,0.032419
1.083062,0.872537
0.422774,1.330380
-0.431743,1.403407
-1.153480,0.864502
-1.453990,0.066106
-1.198763,-0.846857
-0.466319,-1.375880
0.474596,-1.438569
1.263752,-0.864416
1.587785,0.020367
1.304869,0.997187
0.505992,1.576163
-0.513374,1.625256
-1.362827,1.007737
-1.707107,0.041929
-1.398765,-0.999813
-0.540813,-1.625401
0.547120,-1.668409
1.448265,-1.015682
1.809017,0.014556
1.478140,1.108265
0.569927,1.767820
-0.575001,1.802041
-1.517965,1.115909
-1.891006,0.030618
-1.541039,-1.107233
-0.592618,-1.794851
0.596332,-1.823518
1.570206,-1.113204
1.951056,0.011273
1.585910,1.178556
0.608326,1.883016
-0.610594,1.904355
-1.603704,1.175487
-1.987688,0.024066
-1.611655,-1.161021
-0.616664,-1.874820
0.617425,-1.890708
1.617634,-1.153123
2.000000,0.009171
1.617635,1.196590
0.617423,1.909076
-0.616662,1.918414
-1.611656,1.179466
-1.987688,0.019788
-1.603703,-1.156918
-0.610592,-1.860101
0.608324,-1.864264
1.585911,-1.133766
1.951056,0.007716
1.570205,1.158687
0.596335,1.842803
-0.592620,1.841199
-1.541040,1.126879
-1.891006,0.016772
-1.517964,-1.095828
-0.574999,-1.753400
0.569933,-1.747221
1.478138,-1.058126
1.809017,0.006646
1.448264,1.067582
0.547122,1.690321
-0.540813,1.679391
-1.398766,1.022556
-1.707107,0.014532
-1.362829,-0.984023
-0.513374,-1.565853
0.505993,-1.551310
1.304871,-0.934256
1.587785,0.005826
1.263752,0.931611
0.474594,1.466341
-0.466317,1.448291
-1.198763,0.876504
-1.453990,0.012794
-1.153478,-0.832630
-0.431745,-1.316272
0.422773,-1.295870
1.083062,-0.774686
1.309017,0.005176
1.034727,0.763700
0.385866,1.192639
-0.376429,1.170184
-0.960610,0.702877
-1.156435,0.011409
-0.910413,-0.656609
-0.338096,-1.029394
0.328419,-1.006027
0.834429,-0.595321
1.000000,0.004650
0.783604,0.580023
0.289615,0.895893
-0.279936,0.872039
-0.707621,0.518580
-0.843566,0.010273
-0.657423,-0.473269
-0.241607,-0.733521
0.232169,-0.710247
0.583308,-0.413923
0.690983,0.004210
0.534972,0.398366
0.195259,0.605080
-0.186291,0.582848
-0.464554,0.341573
-0.546009,0.009326
-0.419271,-0.300636
-0.151715,-0.457776
0.143438,-0.437546
0.354282,-0.248412
0.412215,0.003839
0.313165,0.236356
0.112042,0.348603
-0.104661,0.330784
-0.255207,0.189125
-0.292893,0.008521
-0.219269,-0.155665
-0.077219,-0.229284
0.070916,-0.214672
0.169768,-0.115111
0.190983,0.003522
0.139895,0.109734
0.048105,0.151517
-0.043033,0.140402
-0.100070,0.076112
-0.108993,0.007829
-0.076996,-0.052588
-0.025416,-0.070517
0.021700,-0.063488
0.047828,-0.027171
0.048943,0.003246
0.032123,0.030796
0.009708,0.033074
-0.007442,0.030244
-0.014330,0.013557
-0.012312,0.007225
-0.006379,-0.001538
-0.001371,0.002893
0.000610,0.001174
0.000399,0.006715
0.000000,0.003004
0.000399,0.007189
0.000610,0.004835
-0.001371,0.011016
-0.006379,0.007550
-0.012312,0.006695
-0.014330,-0.007539
-0.007442,-0.016309
0.009708,-0.027049
0.032123,-0.016840
0.048943,0.002790
0.047828,0.041154
0.021700,0.069535
-0.025415,0.084532
-0.076997,0.058652
-0.108994,0.006221
-0.100070,-0.070034
-0.043033,-0.126309
0.048105,-0.145419
0.139895,-0.095593
0.190983,0.002597
0.169768,0.129306
0.070915,0.220815
-0.077219,0.243537
-0.219268,0.161834
-0.292893,0.005799
-0.255207,-0.182927
-0.104660,-0.316394
0.112043,-0.342373
0.313166,-0.221887
0.412215,0.002425
0.354283,0.262965
0.143438,0.443847
-0.151714,0.472419
-0.419270,0.306978
-0.546010,0.005415
-0.464553,-0.335191
-0.186289,-0.568001
0.195258,-0.598649
0.534971,-0.383408
0.690983,0.002267
0.583309,0.429002
0.232167,0.716778
-0.241609,0.748725
-0.657424,0.479853
-0.843565,0.005067
-0.707622,-0.511935
-0.279938,-0.856554
0.289613,-0.889190
0.783606,-0.564386
1.000000,0.002124
0.834427,0.611123
0.328416,1.012867
-0.338094,1.045365
-0.910412,0.663526
-1.156434,0.004748
-0.960612,-0.695882
-0.376425,-1.153838
0.385870,-1.185557
1.034729,-0.747142
1.309017,0.001995
1.083064,0.791460
0.422776,1.303135
-0.431742,1.333282
-1.153481,0.839998
-1.453991,0.004455
-1.198761,-0.869029
-0.466326,-1.430778
0.474592,-1.458765
1.263750,-0.913826
1.587785,0.001870
1.304869,0.952336
0.505989,1.559133
-0.513379,1.584240
-1.362832,0.991973
-1.707107,0.004181
-1.398767,-1.014461
-0.540816,-1.660326
0.547119,-1.682081
1.448267,-1.048148
1.809017,0.001759
1.478135,1.077956
0.569936,1.755790
-0.574996,1.773655
-1.517962,1.104582
-1.891006,0.003934
-1.541036,-1.117936
-0.592615,-1.820010
0.596340,-1.833648
1.570200,-1.136978
1.951056,0.001649
1.585913,1.156024
0.608327,1.873868
-0.610593,1.882956
-1.603706,1.166772
-1.987688,0.003697
-1.611650,-1.169339
-0.616670,-1.894231
0.617419,-1.898669
1.617633,-1.171672
2.000000,0.001544
1.617644,1.178849
0.617419,1.901770
-0.616652,1.901414
-1.611661,1.172461
-1.987688,0.003470
-1.603695,-1.163656
-0.610593,-1.875760
0.608310,-1.870751
1.585913,-1.148849
1.951057,0.001471
1.570200,1.144166
0.596340,1.836777
-0.592632,1.827206
-1.541036,1.121049
-1.891007,0.003271
-1.517962,-1.101453
-0.575012,-1.766441
0.569936,-1.752676
1.478135,-1.070731
1.809017,0.001366
1.448267,1.055390
0.547103,1.685212
-0.540816,1.667556
-1.398758,1.017596
-1.707107,0.003081
-1.362832,-0.988838
-0.513364,-1.576965
0.505989,-1.555977
1.304877,-0.945045
1.587785,0.001292
1.263759,0.921134
0.474592,1.461937
-0.466313,1.438108
-1.198769,0.872221
-1.453991,0.002881
-1.153472,-0.836804
-0.431742,-1.325905
0.422764,-1.299932
1.083064,-0.784080
1.309017,0.001221
1.034721,0.754550
0.385870,1.188778
-0.376436,1.161271
-0.960612,0.699104
-1.156435,0.002710
-0.910412,-0.660284
-0.338104,-1.037883
0.328425,-1.009624
0.834427,-0.603601
1.000000,0.001135
0.783606,0.571930
0.289622,0.892463
-0.279938,0.864137
-0.707617,0.515223
-0.843565,0.002551
-0.657424,-0.476553
-0.241602,-0.741075
0.232167,-0.713453
0.583305,-0.421317
0.690983,0.001063
0.534975,0.391131
0.195258,0.602002
-0.186289,0.575763
