2.575580,0.000000
2.575754,0.038677
2.576128,0.077418
2.576688,0.116119
2.577482,0.155007
2.578502,0.193957
2.579818,0.232941
2.581235,0.272125
2.582953,0.311337
2.585034,0.350886
2.587221,0.390582
2.589719,0.430469
2.592364,0.470800
2.595199,0.511151
2.598479,0.551822
2.601749,0.592931
2.605620,0.634246
2.609638,0.676215
2.613737,0.718408
2.618205,0.761065
2.622794,0.804407
2.627796,0.847666
2.633332,0.891901
2.638756,0.936659
2.644757,0.982043
2.650912,1.028131
2.657249,1.074669
2.664036,1.121894
2.671109,1.170191
2.678638,1.219043
2.686406,1.268773
2.694409,1.319224
2.703030,1.371206
2.711591,1.423739
2.720846,1.477367
2.730346,1.531978
2.740024,1.587849
2.751010,1.644840
2.761318,1.703837
2.772547,1.763590
2.784166,1.824639
2.796140,1.887529
2.808608,1.951822
2.821833,2.018316
2.835336,2.086295
2.849044,2.155920
2.863783,2.227901
2.878938,2.302199
2.894675,2.378510
2.910936,2.457367
2.927687,2.538850
2.945237,2.622914
2.963565,2.710099
2.982396,2.800231
3.002091,2.893889
3.022418,2.990866
3.043546,3.091912
3.065556,3.196860
3.088204,3.306171
3.111983,3.420164
3.136352,3.539191
3.162054,3.663692
3.188494,3.793957
3.215784,3.930683
3.244390,4.074136
3.273808,4.225062
3.304498,4.383860
3.336257,4.551701
3.369186,4.729133
3.403348,4.916975
3.438474,5.116564
3.474768,5.328674
3.512309,5.555014
3.550860,5.796889
3.590456,6.056086
3.630817,6.334940
3.671812,6.635498
3.713232,6.960762
3.754583,7.313834
3.795200,7.698764
3.834752,8.120470
3.871628,8.584129
3.904676,9.097358
3.931465,9.668305
3.949123,10.308163
3.953288,11.030328
3.937086,11.853161
3.891353,12.800266
3.800761,13.903920
3.641961,15.209313
3.375707,16.782822
2.934738,18.725195
2.194379,21.201891
0.901699,24.509803
-1.526411,29.259809
-6.747135,37.019481
-21.752025,53.887525
-154.682240,169.869595
88.113697,-22.390764
53.249035,19.849463
50.043004,46.555012
61.170574,94.493145
146.199020,360.156006
-51.912565,-252.367578
1.821248,-97.445444
21.550926,-60.656930
47.137663,-42.974351
152.147358,-27.134077
-171.643897,-41.480605
-56.480653,-29.979855
-33.738413,-25.375578
-23.879675,-22.293804
-18.334863,-19.976909
-14.768522,-18.142418
-12.278386,-16.641542
-10.441671,-15.386698
-9.030163,-14.320439
-7.911844,-13.400325
-7.005364,-12.599349
-6.253187,-11.894086
-5.622452,-11.265990
-5.085530,-10.706316
-4.622080,-10.202193
-4.219699,-9.746264
-3.865570,-9.332426
-3.551918,-8.953210
-3.273362,-8.605714
-3.023382,-8.285783
-2.798538,-7.989859
-2.594722,-7.715980
-2.409469,-7.461080
-2.240329,-7.223697
-2.085242,-7.001630
-1.942560,-6.793585
-1.811054,-6.598300
-1.689275,-6.414602
-1.576407,-6.241351
-1.471270,-6.077818
-1.373371,-5.923026
-1.281763,-5.776503
-1.196052,-5.637272
-1.115590,-5.505027
-1.039989,-5.379133
-0.968785,-5.259151
-0.901730,-5.144736
-0.838174,-5.035439
-0.778288,-4.930878
-0.721319,-4.830797
-0.667424,-4.734752
-0.616213,-4.642734
-0.567536,-4.554364
-0.521249,-4.469363
-0.477077,-4.387815
